Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
電力,でんりょく,denryoku,electric power,N2,,General,General
問い合わせ,といあわせ,toiawase,"enquiry, ENQ",N2,,General,General
銅,どう,dou,copper,N2,,General,General
統一,とういつ,touitsu,"unity, consolidation, uniformity",N2,,General,General
同格,どうかく,doukaku,"the same rank, equality, apposition",N2,,General,General
峠,とうげ,touge,"ridge, (mountain) pass, difficult part",N2,,General,General
統計,とうけい,toukei,"scattering, a scatter, dispersion",N2,,General,General
動作,どうさ,dousa,"action, movements, motions, bearing, behaviour, manners",N2,,General,General
東西,とうざい,touzai,"East and West, whole country",N2,,General,General
当日,とうじつ,toujitsu,"appointed day, very day",N2,,General,General
投書,とうしょ,tousho,"letter to the editor, letter from a reader, contribution",N2,,General,General
登場,とうじょう,toujou,entry (on stage),N2,,General,General
,どうせ,douse,"anyhow, in any case, at any rate",N2,,General,General
,どうぞよろしく,douzoyoroshiku,pleased to meet you,N2,,General,General
灯台,とうだい,toudai,lighthouse,N2,,General,General
盗難,とうなん,tounan,"theft, robbery",N2,,General,General
当番,とうばん,touban,being on duty,N2,,General,General
等分,とうぶん,toubun,division into equal parts,N2,,General,General
透明,とうめい,toumei,"transparency, cleanness",N2,,General,General
灯油,とうゆ,touyu,"lamp oil, kerosene",N2,,General,General
東洋,とうよう,touyou,Orient,N2,,General,General
童話,どうわ,douwa,fairy tale,N2,,General,General
通り掛かる,とおりかかる,toorikakaru,to happen to pass by,N2,,General,General
溶かす,とかす,tokasu,"to melt, to dissolve",N2,,General,General
尖る,とがる,togaru,"to taper to a point, to become sharp, to be sour, to look displeased",N2,,General,General
,どきどき,dokidoki,"throb, beat (fast)",N2,,General,General
溶く,とく,toku,to dissolve (paint),N2,,General,General
退く,どく,doku,"(1) to retreat, to recede, to withdraw",N2,,General,General
特殊,とくしゅ,tokushu,"special, unique",N2,,General,General
特色,とくしょく,tokushoku,"characteristic, feature",N2,,General,General
特長,とくちょう,tokuchou,"forte, merit",N2,,General,General
特定,とくてい,tokutei,"specific, special, particular",N2,,General,General
特売,とくばい,tokubai,special sale,N2,,General,General
溶け込む,とけこむ,tokekomu,to melt into,N2,,General,General
溶ける,とける,tokeru,"to melt, to thaw, to fuse, to dissolve",N2,,General,General
退ける,どける,dokeru,"to remove, to take away, to dislodge, to put something out of the way",N2,,General,General
床の間,とこのま,tokonoma,alcove,N2,,General,General
床屋,とこや,tokoya,barber,N2,,General,General
所々,ところどころ,tokorodokoro,"here and there, some parts (of something)",N2,,General,General
都心,としん,toshin,heart (of city),N2,,General,General
戸棚,とだな,todana,"cupboard, locker, closet, wardrobe",N2,,General,General
,とっくに,tokkuni,"long ago, already, a long time ago",N2,,General,General
,どっと,dotto,suddenly,N2,,General,General
整う,ととのう,totonou,"to be prepared, to be in order, to be put in order, to be arranged",N2,,General,General
留まる,とどまる,todomaru,"(1) to be fixed, (2) to abide, to stay (in the one place)",N2,,General,General
,どなる,donaru,"to shout, to yell",N2,,General,General
飛び込む,とびこむ,tobikomu,"to jump in, to leap in, to plunge into, to dive",N2,,General,General
跳ぶ,とぶ,tobu,"to jump, to fly, to leap",N2,,General,General
留まる,とまる,tomaru,"(1) to be fixed, (2) to abide, to stay (in the one place)",N2,,General,General
泊める,とめる,tomeru,"to give shelter to, to lodge",N2,,General,General
,ともかく,tomokaku,"anyhow, anyway, somehow or other, generally speaking, in any case",N2,,General,General
捕える,とらえる,toraeru,"to seize, to grasp, to capture, to arrest",N2,,General,General
取り入れる,とりいれる,toriireru,"to harvest, to take in, to adopt",N2,,General,General
取り消す,とりけす,torikesu,to cancel,N2,,General,General
取り出す,とりだす,toridasu,"to take out, to produce, to pick out",N2,,General,General
採る,とる,toru,"(1) to adopt (measure,  proposal), (2) to pick (fruit)",N2,,General,General
捕る,とる,toru,"to take, to catch (fish), to capture",N2,,General,General
,トレーニング,トレーニング,training,N2,,General,General
丼,どんぶり,donburi,"porcelain bowl, bowl of rice with food on top",N2,,General,General
内科,ないか,naika,"internist clinic, internal medicine",N2,,General,General
内線,ないせん,naisen,"phone extension, indoor wiring, inner line",N2,,General,General
,ナイロン,ナイロン,nylon,N2,,General,General
治す,なおす,naosu,"to cure, to heal, to fix, to correct, to repair",N2,,General,General
永い,ながい,nagai,"long, lengthy",N2,,General,General
仲直り,なかなおり,nakanaori,"reconciliation, make peace with",N2,,General,General
長引く,ながびく,nagabiku,"to be prolonged, to drag on",N2,,General,General
中身,なかみ,nakami,"contents, interior, substance, filling, (sword) blade",N2,,General,General
中味,なかみ,nakami,"contents, interior, substance, filling, (sword) blade",N2,,General,General
中指,なかゆび,nakayubi,middle finger,N2,,General,General
仲良し,なかよし,nakayoshi,"intimate friend, bosom buddy, chum",N2,,General,General
慰める,なぐさめる,nagusameru,"to comfort, to console",N2,,General,General
亡くす,なくす,nakusu,"to lose someone,  wife,  child,  etc",N2,,General,General
,なぐる,naguru,"to strike, to hit",N2,,General,General
為す,なす,nasu,"to accomplish, to do",N2,,General,General
謎謎,なぞなぞ,nazonazo,"riddle, puzzle, enigma",N2,,General,General
傾らか,なだらか,nadaraka,,N2,,General,General
懐かしい,なつかしい,natsukashii,"dear, desired, missed",N2,,General,General
撫でる,なでる,naderu,"to brush gently, to stroke",N2,,General,General
斜め,ななめ,naname,obliqueness,N2,,General,General
,なにしろ,nanishiro,"at any rate, anyhow, anyway, in any case",N2,,General,General
何々,なになに,naninani,"such and such, What?",N2,,General,General
何分,なにぶん,nanibun,"what minute?, how many minutes?",N2,,General,General
生意気,なまいき,namaiki,"impertinent, saucy, cheeky, conceit, audacious, brazen",N2,,General,General
並木,なみき,namiki,"roadside tree, row of trees",N2,,General,General
倣う,ならう,narau,"to imitate, to follow, to emulate",N2,,General,General
鳴らす,ならす,narasu,"to ring, to sound, to chime, to beat, to snort (nose)",N2,,General,General
生る,なる,naru,to bear fruit,N2,,General,General
馴れる,なれる,nareru,"to become domesticated, to become tame",N2,,General,General
南極,なんきょく,nankyoku,"south pole, Antarctic",N2,,General,General
,なんとなく,nantonaku,"somehow or other, for some reason or another",N2,,General,General
,なんとも,nantomo,"nothing (with neg. verb), quite, not a bit",N2,,General,General
,ナンバー,ナンバー,number,N2,,General,General
南米,なんべい,nanbei,South America,N2,,General,General
南北,なんぼく,nanboku,south and north,N2,,General,General
煮える,にえる,nieru,"to boil, to cook, to be cooked",N2,,General,General
匂う,におう,niou,"to be fragrant, to smell, to stink",N2,,General,General
逃がす,にがす,nigasu,"to let loose, to set free, to let escape",N2,,General,General
憎い,にくい,nikui,"hateful, abominable, poor-looking, detestable",N2,,General,General
憎む,にくむ,nikumu,"to hate, to detest",N2,,General,General
憎らしい,にくらしい,nikurashii,"odious, hateful",N2,,General,General
,にこにこ,nikoniko,,N2,,General,General
濁る,にごる,nigoru,"to become muddy, to get impure",N2,,General,General
虹,にじ,niji,rainbow,N2,,General,General
日時,にちじ,nichiji,date and time,N2,,General,General
日用品,にちようひん,nichiyouhin,daily necessities,N2,,General,General
日課,にっか,nikka,"daily lesson, daily work, daily routine",N2,,General,General
日程,にってい,nittei,agenda,N2,,General,General
鈍い,にぶい,nibui,"dull (e.g. a knife), thickheaded, slow (opposite of fast), stupid",N2,,General,General
入社,にゅうしゃ,nyuusha,entry to a company,N2,,General,General
女房,にょうぼう,nyoubou,wife,N2,,General,General
睨む,にらむ,niramu,"to glare at, to scowl at, to keep an eye on",N2,,General,General
煮る,にる,niru,"to boil, to cook",N2,,General,General
俄,にわか,niwaka,"sudden, abrupt, unexpected, improvised, offhand",N2,,General,General
縫う,ぬう,nuu,to sew,N2,,General,General
濡らす,ぬらす,nurasu,"to wet, to soak, to dip",N2,,General,General
,ねじ,neji,(a) screw,N2,,General,General
捩る,ねじる,nejiru,to twist,N2,,General,General
,ネックレス,ネックレス,necklace,N2,,General,General
熱する,ねっする,nessuru,to heat,N2,,General,General
寝間着,ねまき,nemaki,"sleep-wear, nightclothes, pyjamas, nightgown, nightdress",N2,,General,General
寝巻,ねまき,nemaki,"sleep-wear, nightclothes, pyjamas, nightgown, nightdress",N2,,General,General
狙い,ねらい,nerai,aim,N2,,General,General
狙う,ねらう,nerau,to aim at,N2,,General,General
年度,ねんど,nendo,"year, fiscal year, school year, term",N2,,General,General
農産物,のうさんぶつ,nousanbutsu,agricultural produce,N2,,General,General
農村,のうそん,nouson,"agricultural community, farm village, rural",N2,,General,General
濃度,のうど,noudo,"concentration, brightness",N2,,General,General
農薬,のうやく,nouyaku,agricultural chemicals,N2,,General,General
能率,のうりつ,nouritsu,efficiency,N2,,General,General
,のこぎり,nokogiri,saw,N2,,General,General
残らず,のこらず,nokorazu,"all, entirely, completely, without exception",N2,,General,General
載せる,のせる,noseru,"to place on (something), to take on board, to give a ride",N2,,General,General
覗く,のぞく,nozoku,"to peep in, to look in, to peek in, to stick out",N2,,General,General
延ばす,のばす,nobasu,"to lengthen, to stretch, to reach out, to grow (beard)",N2,,General,General
延びる,のびる,nobiru,to be prolonged,N2,,General,General
上り,のぼり,nobori,"up-train (going to Tokyo), ascent",N2,,General,General
上る,のぼる,noboru,"to ascend, to go up, to climb",N2,,General,General
糊,のり,nori,"paste, starch",N2,,General,General
乗換,のりかえ,norikae,"(n) transfer (trains,  buses,  etc.)",N2,,General,General
載る,のる,noru,"to appear (in print), to be recorded",N2,,General,General
鈍い,のろい,noroi,"dull (e.g. a knife), thickheaded, slow (opposite of fast), stupid",N2,,General,General
,のろのろ,noronoro,"slowly, sluggishly",N2,,General,General
呑気,のんき,nonki,"carefree, optimistic, careless, reckless, heedless",N2,,General,General
灰色,はいいろ,haiiro,"grey, gray, ashen",N2,,General,General
俳句,はいく,haiku,haiku poetry,N2,,General,General
拝見,はいけん,haiken,"(hum) (pol) seeing, look at",N2,,General,General
売店,ばいてん,baiten,"shop, stand",N2,,General,General
,バイバイ,バイバイ,,N2,,General,General
売買,ばいばい,baibai,"trade, buying and selling",N2,,General,General
這う,はう,hau,"to creep, to crawl",N2,,General,General
生える,はえる,haeru,"(1) to grow, to spring up, (2) to cut (teeth)",N2,,General,General
剥す,はがす,hagasu,"(v5s) to tear off, to peel off, to rip off",N2,,General,General
,ばからしい,bakarashii,absurd,N2,,General,General
秤,はかり,hakari,"scales, weighing machine",N2,,General,General
量る,はかる,hakaru,"to measure, to weigh, to survey",N2,,General,General
測る,はかる,hakaru,"to measure, to weigh, to survey",N2,,General,General
吐き気,はきけ,hakike,"nausea, sickness in the stomach",N2,,General,General
,はきはき,hakihaki,lucidly,N2,,General,General
掃く,はく,haku,"to sweep, to brush, to gather up",N2,,General,General
歯車,はぐるま,haguruma,"gear, cog-wheel",N2,,General,General
,バケツ,バケツ,"bucket, pail",N2,,General,General
