Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
重力,じゅうりょく,juuryoku,gravity,N2,,General,General
熟語,じゅくご,jukugo,"idiom, idiomatic phrase, kanji compound",N2,,General,General
祝日,しゅくじつ,shukujitsu,national holiday,N2,,General,General
縮小,しゅくしょう,shukushou,"reduction, curtailment",N2,,General,General
受験,じゅけん,juken,taking an examination,N2,,General,General
主語,しゅご,shugo,(gram) subject,N2,,General,General
出勤,しゅっきん,shukkin,"going to work, at work",N2,,General,General
述語,じゅつご,jutsugo,predicate,N2,,General,General
出張,しゅっちょう,shucchou,"official tour, business trip",N2,,General,General
寿命,じゅみょう,jumyou,life span,N2,,General,General
主役,しゅやく,shuyaku,"leading part, leading actor (actress)",N2,,General,General
受話器,じゅわき,juwaki,(telephone) receiver,N2,,General,General
循環,じゅんかん,junkan,"circulation, rotation, cycle",N2,,General,General
巡査,じゅんさ,junsa,"police, policeman",N2,,General,General
順々,じゅんじゅん,junjun,"in order, in turn",N2,,General,General
順序,じゅんじょ,junjo,"order, sequence, procedure",N2,,General,General
純情,じゅんじょう,junjou,"pure heart, naivete, self-sacrificing devotion",N2,,General,General
純粋,じゅんすい,junsui,"pure, true, genuine, unmixed",N2,,General,General
消化,しょうか,shouka,digestion,N2,,General,General
小学生,しょうがくせい,shougakusei,grade school student,N2,,General,General
,しょうがない,shouganai,,N2,,General,General
将棋,しょうぎ,shougi,Japanese chess,N2,,General,General
蒸気,じょうき,jouki,"steam, vapour",N2,,General,General
定規,じょうぎ,jougi,(measuring) ruler,N2,,General,General
上級,じょうきゅう,joukyuu,"advanced level, high grade, senior",N2,,General,General
商業,しょうぎょう,shougyou,"commerce, trade, business",N2,,General,General
消極的,しょうきょくてき,shoukyokuteki,passive,N2,,General,General
賞金,しょうきん,shoukin,"prize, monetary award",N2,,General,General
上下,じょうげ,jouge,"high and low, up and down, unloading and loading, praising and blaming",N2,,General,General
障子,しょうじ,shouji,paper sliding door,N2,,General,General
商社,しょうしゃ,shousha,"trading company, firm",N2,,General,General
乗車,じょうしゃ,jousha,"taking a train, entraining",N2,,General,General
上旬,じょうじゅん,joujun,first 10 days of month,N2,,General,General
生ずる,しょうずる,shouzuru,"to cause, to arise, to be generated",N2,,General,General
小数,しょうすう,shousuu,"fraction (part of), decimal",N2,,General,General
商店,しょうてん,shouten,"shop, business firm",N2,,General,General
焦点,しょうてん,shouten,"focus, point",N2,,General,General
消毒,しょうどく,shoudoku,"disinfection, sterilization",N2,,General,General
勝敗,しょうはい,shouhai,"victory or defeat, issue (of battle)",N2,,General,General
蒸発,じょうはつ,jouhatsu,"evaporation, unexplained disappearance",N2,,General,General
賞品,しょうひん,shouhin,"prize, trophy",N2,,General,General
勝負,しょうぶ,shoubu,"victory or defeat, match, contest, game, bout",N2,,General,General
小便,しょうべん,shouben,"(col) urine, piss",N2,,General,General
消防署,しょうぼうしょ,shoubousho,fire station,N2,,General,General
正味,しょうみ,shoumi,net (weight),N2,,General,General
正面,しょうめん,shoumen,"the front, honesty",N2,,General,General
消耗,しょうもう,shoumou,"exhaustion, consumption",N2,,General,General
醤油,しょうゆ,shouyu,soy sauce,N2,,General,General
省略,しょうりゃく,shouryaku,"omission, abbreviation, abridgment",N2,,General,General
初級,しょきゅう,shokyuu,elementary level,N2,,General,General
助教授,じょきょうじゅ,jokyouju,assistant professor,N2,,General,General
食塩,しょくえん,shokuen,table salt,N2,,General,General
職人,しょくにん,shokunin,"worker, mechanic, artisan, craftsman",N2,,General,General
初旬,しょじゅん,shojun,first 10 days of the month,N2,,General,General
書籍,しょせき,shoseki,"book, publication",N2,,General,General
食器,しょっき,shokki,tableware,N2,,General,General
,ショップ,ショップ,a shop,N2,,General,General
書店,しょてん,shoten,bookshop,N2,,General,General
書道,しょどう,shodou,calligraphy,N2,,General,General
白髪,しらが,shiraga,"white or grey hair, trendy hair bleaching",N2,,General,General
知合い,しりあい,shiriai,acquaintance,N2,,General,General
,シリーズ,シリーズ,series,N2,,General,General
私立,しりつ,shiritsu,private (establishment),N2,,General,General
資料,しりょう,shiryou,"materials, data",N2,,General,General
汁,しる,shiru,"juice, sap, soup, broth",N2,,General,General
素人,しろうと,shirouto,"amateur, novice",N2,,General,General
芯,しん,shin,"core, heart, wick, marrow",N2,,General,General
新幹線,しんかんせん,shinkansen,"bullet train (very high speed), shinkansen",N2,,General,General
真空,しんくう,shinkuu,"vacuum, hollow, empty",N2,,General,General
信ずる,しんずる,shinzuru,"to believe, to believe in, to place trust in",N2,,General,General
心身,しんしん,shinshin,mind and body,N2,,General,General
申請,しんせい,shinsei,"application, request, petition",N2,,General,General
人造,じんぞう,jinzou,"man-made, synthetic, artificial",N2,,General,General
寝台,しんだい,shindai,"bed, couch",N2,,General,General
診断,しんだん,shindan,diagnosis,N2,,General,General
侵入,しんにゅう,shinnyuu,"penetration, invasion, raid, aggression, trespass",N2,,General,General
人文科学,じんぶんかがく,jinbunkagaku,"social sciences, humanities",N2,,General,General
人命,じんめい,jinmei,(human) life,N2,,General,General
深夜,しんや,shinya,late at night,N2,,General,General
森林,しんりん,shinrin,"forest, woods",N2,,General,General
親類,しんるい,shinrui,"relation, kin",N2,,General,General
針路,しんろ,shinro,"course, direction, compass bearing",N2,,General,General
神話,しんわ,shinwa,"myth, legend",N2,,General,General
酢,す,su,vinegar,N2,,General,General
水産,すいさん,suisan,"marine products, fisheries",N2,,General,General
炊事,すいじ,suiji,"cooking, culinary arts",N2,,General,General
水蒸気,すいじょうき,suijouki,"water vapour, steam",N2,,General,General
水素,すいそ,suiso,hydrogen,N2,,General,General
垂直,すいちょく,suichoku,"vertical, perpendicular",N2,,General,General
推定,すいてい,suitei,"presumption, assumption, estimation",N2,,General,General
水滴,すいてき,suiteki,drop of water,N2,,General,General
水筒,すいとう,suitou,"canteen, flask, water bottle",N2,,General,General
随筆,ずいひつ,zuihitsu,"essays, miscellaneous writings",N2,,General,General
水分,すいぶん,suibun,moisture,N2,,General,General
水平,すいへい,suihei,"water level, horizon",N2,,General,General
水平線,すいへいせん,suiheisen,horizon,N2,,General,General
水曜,すいよう,suiyou,Wednesday,N2,,General,General
,ずうずうしい,zuuzuushii,"impudent, shameless",N2,,General,General
,ずうっと,zuutto,,N2,,General,General
末っ子,すえっこ,suekko,youngest child,N2,,General,General
,スカーフ,スカーフ,scarf,N2,,General,General
図鑑,ずかん,zukan,picture book,N2,,General,General
杉,すぎ,sugi,Japanese cedar,N2,,General,General
好き嫌い,すききらい,sukikirai,"likes and dislikes, taste",N2,,General,General
好き好き,すきずき,sukizuki,matter of taste,N2,,General,General
透き通る,すきとおる,sukitooru,to be(come) transparent,N2,,General,General
隙間,すきま,sukima,"crevice, crack, gap, opening",N2,,General,General
,スクール,スクール,school,N2,,General,General
,すくなくとも,sukunakutomo,at least,N2,,General,General
図形,ずけい,zukei,figure,N2,,General,General
,スケジュール,スケジュール,schedule,N2,,General,General
鈴,すず,suzu,bell,N2,,General,General
涼む,すずむ,suzumu,"to cool oneself, to cool off, to enjoy evening cool",N2,,General,General
,スタート,スタート,start,N2,,General,General
,スチュワーデス,スチュワーデス,stewardess,N2,,General,General
,すっきり,sukkiri,"shapely, clear, neat",N2,,General,General
,すっぱい,suppai,"sour, acid",N2,,General,General
,ステージ,ステージ,"(1) stage, (2) performance",N2,,General,General
棄てる,すてる,suteru,,N2,,General,General
,ストッキング,ストッキング,stockings,N2,,General,General
,ストップ,ストップ,stop,N2,,General,General
素直,すなお,sunao,"obedient, meek, docile, unaffected",N2,,General,General
頭脳,ずのう,zunou,"head, brains, intellect",N2,,General,General
,スピーカー,スピーカー,speaker,N2,,General,General
図表,ずひょう,zuhyou,"chart, diagram, graph",N2,,General,General
,スマート,スマート,"smart, stylish, slim",N2,,General,General
住まい,すまい,sumai,"dwelling, house, residence, address",N2,,General,General
,すまない,sumanai,sorry (phrase),N2,,General,General
墨,すみ,sumi,ink,N2,,General,General
澄む,すむ,sumu,"to clear (e.g. weather), to become transparent",N2,,General,General
清む,すむ,sumu,,N2,,General,General
相撲,すもう,sumou,sumo wrestling,N2,,General,General
,スライド,スライド,slide,N2,,General,General
,ずらす,zurasu,"to put off, to delay",N2,,General,General
,ずらり,zurari,,N2,,General,General
掏摸,すり,suri,pickpocket,N2,,General,General
刷る,する,suru,to print,N2,,General,General
狡い,ずるい,zurui,"sly, cunning",N2,,General,General
,すれちがう,surechigau,"to pass by one another, to disagree",N2,,General,General
滑れる,ずれる,zureru,,N2,,General,General
寸法,すんぽう,sunpou,"measurement, size, dimension",N2,,General,General
姓,せい,sei,"surname, family name",N2,,General,General
税関,ぜいかん,zeikan,customs house,N2,,General,General
製作,せいさく,seisaku,"manufacture, production",N2,,General,General
制作,せいさく,seisaku,"work (film,  book)",N2,,General,General
性質,せいしつ,seishitsu,"nature, property, disposition",N2,,General,General
清書,せいしょ,seisho,clean copy,N2,,General,General
青少年,せいしょうねん,seishounen,"youth, young person",N2,,General,General
整数,せいすう,seisuu,integer,N2,,General,General
清掃,せいそう,seisou,cleaning,N2,,General,General
生存,せいぞん,seizon,"existence, being, survival",N2,,General,General
生長,せいちょう,seichou,"growth, increment",N2,,General,General
政党,せいとう,seitou,(member of) political party,N2,,General,General
生年月日,せいねんがっぴ,seinengappi,birth date,N2,,General,General
性能,せいのう,seinou,"ability, efficiency",N2,,General,General
整備,せいび,seibi,"adjustment, completion, consolidation",N2,,General,General
成分,せいぶん,seibun,"ingredient, component, composition",N2,,General,General
性別,せいべつ,seibetsu,"distinction by sex, sex, gender",N2,,General,General
正方形,せいほうけい,seihoukei,square,N2,,General,General
正門,せいもん,seimon,"main gate, main entrance",N2,,General,General
成立,せいりつ,seiritsu,"coming into existence, arrangements, establishment, completion",N2,,General,General
西暦,せいれき,seireki,"Christian Era, anno domini (A.D.)",N2,,General,General
背負う,せおう,seou,"to be burdened with, to carry on back or shoulder",N2,,General,General
赤道,せきどう,sekidou,equator,N2,,General,General
折角,せっかく,sekkaku,"with trouble, at great pains, long-awaited",N2,,General,General
接近,せっきん,sekkin,"getting closer, drawing nearer, approaching",N2,,General,General
石鹸,せっけん,sekken,soap,N2,,General,General
接する,せっする,sessuru,"to come in contact with, to connect, to attend, to receive",N2,,General,General
,せっせと,sesseto,,N2,,General,General
接続,せつぞく,setsuzoku,"(1) connection, union, join, link, (2) changing trains",N2,,General,General
瀬戸物,せともの,setomono,"earthenware, crockery, china",N2,,General,General
,ぜひとも,zehitomo,by all means (with sense of not taking no for an answer),N2,,General,General
迫る,せまる,semaru,"to draw near, to press",N2,,General,General
,ゼミ,ゼミ,(n) seminar,N2,,General,General
,せめて,semete,"offense, method of attack",N2,,General,General
攻める,せめる,semeru,"to attack, to assault",N2,,General,General
,セメント,セメント,cement,N2,,General,General
栓,せん,sen,"stopper, cork, stopcock",N2,,General,General
前後,ぜんご,zengo,"around, throughout, front and back, before and behind, before and after",N2,,General,General
洗剤,せんざい,senzai,"detergent, washing material",N2,,General,General
全集,ぜんしゅう,zenshuu,complete works,N2,,General,General
全身,ぜんしん,zenshin,"the whole body, full-length (portrait)",N2,,General,General
扇子,せんす,sensu,folding fan,N2,,General,General
専制,せんせい,sensei,"despotism, autocracy",N2,,General,General
先々月,せんせんげつ,sensengetsu,month before last,N2,,General,General
先々週,せんせんしゅう,sensenshuu,,N2,,General,General
先祖,せんぞ,senzo,ancestor,N2,,General,General
先端,せんたん,sentan,"pointed end, tip, fine point",N2,,General,General
,センチ,センチ,"centimeter, centi-, 10^-2",N2,,General,General
宣伝,せんでん,senden,"propaganda, publicity",N2,,General,General
先頭,せんとう,sentou,"head, lead, vanguard, first",N2,,General,General
全般,ぜんぱん,zenpan,"(the) whole, universal, wholly, general",N2,,General,General
扇風機,せんぷうき,senpuuki,electric fan,N2,,General,General
線路,せんろ,senro,"line, track, roadbed",N2,,General,General
相違,そうい,soui,"difference, discrepancy, variation",N2,,General,General
,そういえば,souieba,which reminds me ..,N2,,General,General
雑巾,ぞうきん,zoukin,"house-cloth, dust cloth",N2,,General,General
増減,ぞうげん,zougen,"increase and decrease, fluctuation",N2,,General,General
倉庫,そうこ,souko,"storehouse, warehouse, godown",N2,,General,General
相互,そうご,sougo,"mutual, reciprocal",N2,,General,General
創作,そうさく,sousaku,"production, literary creation, work",N2,,General,General
葬式,そうしき,soushiki,funeral,N2,,General,General
,そうして,soushite,"and, like that",N2,,General,General
造船,ぞうせん,zousen,shipbuilding,N2,,General,General
騒々しい,そうぞうしい,souzoushii,"noisy, boisterous",N2,,General,General
増大,ぞうだい,zoudai,enlargement,N2,,General,General
,そうっと,soutto,,N2,,General,General
送別,そうべつ,soubetsu,"farewell, send-off",N2,,General,General
草履,ぞうり,zouri,"zoori (Japanese footwear), sandals",N2,,General,General
総理大臣,そうりだいじん,souridaijin,Prime Minister,N2,,General,General
送料,そうりょう,souryou,"postage, carriage",N2,,General,General
属する,ぞくする,zokusuru,"to belong to, to come under, to be affiliated with, to be subject to",N2,,General,General
続々,ぞくぞく,zokuzoku,"successively, one after another",N2,,General,General
速達,そくたつ,sokutatsu,"express, special delivery",N2,,General,General
測定,そくてい,sokutei,measurement,N2,,General,General
測量,そくりょう,sokuryou,"measurement, surveying",N2,,General,General
速力,そくりょく,sokuryoku,speed,N2,,General,General
素質,そしつ,soshitsu,"character, qualities, genius",N2,,General,General
祖先,そせん,sosen,ancestor,N2,,General,General
,そそっかしい,sosokkashii,"careless, thoughtless",N2,,General,General
卒直,そっちょく,socchoku,"frankness, candour, openheartedness",N2,,General,General
具える,そなえる,sonaeru,to be furnished with,N2,,General,General
,そのうえ,sonoue,"in addition, furthermore",N2,,General,General
,そのころ,sonokoro,,N2,,General,General
,そのため,sonotame,"hence, for that reason",N2,,General,General
,そのほか,sonohoka,otherwise,N2,,General,General
蕎麦,そば,soba,soba (buckwheat noodles),N2,,General,General
剃る,そる,soru,to shave,N2,,General,General
,それなのに,sorenanoni,,N2,,General,General
逸れる,それる,soreru,"to stray (turn) from subject, to get lost, to go astray",N2,,General,General
揃う,そろう,sorou,"to become complete, to be equal, to be all present, to gather",N2,,General,General
揃える,そろえる,soroeru,"to put things in order, to arrange, to make uniform, to get something ready",N2,,General,General
算盤,そろばん,soroban,abacus,N2,,General,General
存じる,ぞんじる,zonjiru,(hum) to know,N2,,General,General
存ずる,ぞんずる,zonzuru,,N2,,General,General
損得,そんとく,sontoku,"loss and gain, advantage and disadvantage",N2,,General,General
田ぼ,たんぼ,tanbo,"paddy field, farm",N2,,General,General
だいいち,（副）,（副）,"first, foremost, # 1",N2,,General,General
退院,たいいん,taiin,leaving hospital,N2,,General,General
大学院,だいがくいん,daigakuin,graduate school,N2,,General,General
大工,だいく,daiku,carpenter,N2,,General,General
体系,たいけい,taikei,"system, organization",N2,,General,General
太鼓,たいこ,taiko,"drum, tambourine",N2,,General,General
対策,たいさく,taisaku,"counter-plan, counter-measure",N2,,General,General
大して,たいして,taishite,"(not so) much, (not) very",N2,,General,General
対照,たいしょう,taishou,"contrast, antithesis, comparison",N2,,General,General
大小,だいしょう,daishou,size,N2,,General,General
体制,たいせい,taisei,"order, system, structure, set-up, organization",N2,,General,General
体積,たいせき,taiseki,"capacity, volume",N2,,General,General
大層,たいそう,taisou,"very much, exaggerated, very fine",N2,,General,General
体操,たいそう,taisou,"gymnastics, physical exercises, calisthenics",N2,,General,General
大分,だいぶん,daibun,"considerably, greatly, a lot",N2,,General,General
大木,たいぼく,taiboku,large tree,N2,,General,General
題名,だいめい,daimei,title,N2,,General,General
代名詞,だいめいし,daimeishi,pronoun,N2,,General,General
,タイア,タイア,"tire, tyre",N2,,General,General
,ダイヤグラム,ダイヤグラム,diagram,N2,,General,General
,ダイヤモンド,ダイヤモンド,diamond,N2,,General,General
,ダイヤル,ダイヤル,dial,N2,,General,General
Ͼ立,たいりつ,tairitsu,"confrontation, opposition, antagonism",N2,,General,General
田植え,たうえ,taue,rice planting,N2,,General,General
絶えず,たえず,taezu,constantly,N2,,General,General
楕円,だえん,daen,ellipse,N2,,General,General
高める,たかめる,takameru,"to raise, to lift, to boost",N2,,General,General
耕す,たがやす,tagayasu,"to till, to plow, to cultivate",N2,,General,General
滝,たき,taki,waterfall,N2,,General,General
炊く,たく,taku,"to boil, to cook",N2,,General,General
焚く,たく,taku,"to burn, to kindle, to build a fire",N2,,General,General
蓄える,たくわえる,takuwaeru,"to store, to lay in stock",N2,,General,General
竹,たけ,take,"bamboo, middle (of a three-tier ranking system)",N2,,General,General
助かる,たすかる,tasukaru,"to be saved, to be rescued, to survive, to be helpful",N2,,General,General
只,ただ,tada,"free of charge, mere, sole, only, usual, common",N2,,General,General
但し,ただし,tadashi,"but, however, provided that",N2,,General,General
畳む,たたむ,tatamu,to fold (clothes),N2,,General,General
立ち止まる,たちどまる,tachidomaru,"to stop, to halt, to stand still",N2,,General,General
,たちまち,tachimachi,"at once, in a moment, suddenly, all at once",N2,,General,General
建つ,たつ,tatsu,"to erect, to be erected, to be built",N2,,General,General
発つ,たつ,tatsu,"to depart (on a plane,  train,  etc.)",N2,,General,General
脱線,だっせん,dassen,"derailment, digression",N2,,General,General
妥当,だとう,datou,"valid, proper, right, appropriate",N2,,General,General
例える,たとえる,tatoeru,"to compare, to liken, to speak figuratively, to illustrate, to use a simile",N2,,General,General
頼もしい,たのもしい,tanomoshii,"reliable, trustworthy, hopeful, promising",N2,,General,General
足袋,たび,tabi,"tabi, Japanese socks (with split toe)",N2,,General,General
,ダブル,ダブル,double,N2,,General,General
,だます,damasu,"to trick, to cheat, to deceive",N2,,General,General
溜まる,たまる,tamaru,"to collect, to gather, to save",N2,,General,General
,ダム,ダム,dumb,N2,,General,General
溜息,ためいき,tameiki,a sigh,N2,,General,General
,ためらう,tamerau,to hesitate,N2,,General,General
溜める,ためる,tameru,"to amass, to accumulate",N2,,General,General
,だらしない,darashinai,"slovenly, loose, a slut",N2,,General,General
足る,たる,taru,"to be sufficient, to be enough",N2,,General,General
段階,だんかい,dankai,"gradation, grade, stage",N2,,General,General
短期,たんき,tanki,short term,N2,,General,General
炭鉱,たんこう,tankou,"coal mine, coal pit",N2,,General,General
短所,たんしょ,tansho,"(1) defect, demerit, weak point, (2) disadvantage",N2,,General,General
,たんす,tansu,chest of drawers,N2,,General,General
淡水,たんすい,tansui,fresh water,N2,,General,General
断水,だんすい,dansui,water outage,N2,,General,General
単数,たんすう,tansuu,singular (number),N2,,General,General
団地,だんち,danchi,multi-unit apartments,N2,,General,General
断定,だんてい,dantei,"conclusion, decision",N2,,General,General
短編,たんぺん,tanpen,"short (e.g. story,  film)",N2,,General,General
誓う,ちかう,chikau,"to swear, to vow, to take an oath, to pledge",N2,,General,General
地下水,ちかすい,chikasui,underground water,N2,,General,General
近々,ちかぢか,chikajika,"nearness, before long",N2,,General,General
近付ける,ちかづける,chikazukeru,"to bring near, to put close, to let come near, to associate with",N2,,General,General
近寄る,ちかよる,chikayoru,"to approach, to draw near",N2,,General,General
力強い,ちからづよい,chikarazuyoi,"reassuring, emboldened",N2,,General,General
,ちぎる,chigiru,"to cut up fine, to pick (fruit)",N2,,General,General
地質,ちしつ,chishitsu,geological features,N2,,General,General
知人,ちじん,chijin,"friend, acquaintance",N2,,General,General
地帯,ちたい,chitai,"area, zone",N2,,General,General
縮む,ちぢむ,chijimu,"to shrink, to be contracted",N2,,General,General
縮める,ちぢめる,chijimeru,"to shorten, to reduce, to boil down, to shrink",N2,,General,General
縮れる,ちぢれる,chijireru,"to be wavy, to be curled",N2,,General,General
,チップ,チップ,"(1) gratuity, tip, (2) chip",N2,,General,General
地点,ちてん,chiten,"site, point on a map",N2,,General,General
地名,ちめい,chimei,place name,N2,,General,General
茶色い,ちゃいろい,chairoi,,N2,,General,General
着々,ちゃくちゃく,chakuchaku,steadily,N2,,General,General
茶碗,ちゃわん,chawan,"rice bowl, tea cup, teacup",N2,,General,General
中間,ちゅうかん,chuukan,"middle, midway, interim",N2,,General,General
中旬,ちゅうじゅん,chuujun,second third of a month,N2,,General,General
抽象,ちゅうしょう,chuushou,abstract,N2,,General,General
中世,ちゅうせい,chuusei,"Middle Ages, mediaeval times",N2,,General,General
中性,ちゅうせい,chuusei,"neuter gender, neutral (chem.), indifference, sterility",N2,,General,General
中途,ちゅうと,chuuto,"in the middle, half-way",N2,,General,General
中年,ちゅうねん,chuunen,middle-aged,N2,,General,General
超過,ちょうか,chouka,"excess, being more than",N2,,General,General
彫刻,ちょうこく,choukoku,"carving, engraving, sculpture",N2,,General,General
長所,ちょうしょ,chousho,"(1) strong point, merit, (2) advantage",N2,,General,General
長女,ちょうじょ,choujo,eldest daughter,N2,,General,General
調整,ちょうせい,chousei,"regulation, adjustment, tuning",N2,,General,General
調節,ちょうせつ,chousetsu,"regulation, adjustment, control",N2,,General,General
長短,ちょうたん,choutan,"length, long and short, +-",N2,,General,General
頂点,ちょうてん,chouten,"top, summit",N2,,General,General
長男,ちょうなん,chounan,eldest son,N2,,General,General
長方形,ちょうほうけい,chouhoukei,"rectangle, oblong",N2,,General,General
調味料,ちょうみりょう,choumiryou,"condiment, seasoning",N2,,General,General
,チョーク,チョーク,"chock, chalk",N2,,General,General
直後,ちょくご,chokugo,immediately following,N2,,General,General
直線,ちょくせん,chokusen,straight line,N2,,General,General
直前,ちょくぜん,chokuzen,just before,N2,,General,General
直通,ちょくつう,chokutsuu,direct communication,N2,,General,General
直流,ちょくりゅう,chokuryuu,direct current,N2,,General,General
貯蔵,ちょぞう,chozou,"storage, preservation",N2,,General,General
直角,ちょっかく,chokkaku,right angle,N2,,General,General
直径,ちょっけい,chokkei,diameter,N2,,General,General
散らかす,ちらかす,chirakasu,"to scatter around, to leave untidy",N2,,General,General
散らかる,ちらかる,chirakaru,"to be in disorder, to lie scattered around",N2,,General,General
散らす,ちらす,chirasu,"to scatter, to disperse, to distribute",N2,,General,General
塵紙,ちりがみ,chirigami,"tissue paper, toilet paper",N2,,General,General
散る,ちる,chiru,"to fall, to scatter (e.g. blossoms)",N2,,General,General
追加,ついか,tsuika,"addition, supplement, appendix",N2,,General,General
,ついで,tsuide,"opportunity, occasion",N2,,General,General
通貨,つうか,tsuuka,currency,N2,,General,General
通勤,つうきん,tsuukin,commuting to work,N2,,General,General
通ずる,つうずる,tsuuzuru,,N2,,General,General
通知,つうち,tsuuchi,"notice, notification",N2,,General,General
通帳,つうちょう,tsuuchou,passbook,N2,,General,General
通訳,つうやく,tsuuyaku,interpretation,N2,,General,General
通用,つうよう,tsuuyou,"popular use, circulation",N2,,General,General
通路,つうろ,tsuuro,"passage, pathway",N2,,General,General
付合う,つきあう,tsukiau,"to associate with, to keep company with, to get on with",N2,,General,General
突き当たり,つきあたり,tsukiatari,end (e.g. of street),N2,,General,General
突き当たる,つきあたる,tsukiataru,"to run into, to collide with",N2,,General,General
月日,つきひ,tsukihi,"time, years, days",N2,,General,General
点く,つく,tsuku,"to catch fire, (electricity) comes on",N2,,General,General
突く,つく,tsuku,"(1) to thrust, to strike, (2) to poke",N2,,General,General
次ぐ,つぐ,tsugu,"to rank next to, to come after",N2,,General,General
作る/造る,つくる,tsukuru,"to make, to create",N2,,General,General
着ける,つける,tsukeru,"(1) to attach, to join, to add, to append",N2,,General,General
点ける,つける,tsukeru,"to turn on, to switch on, to light up",N2,,General,General
浸ける,つける,tsukeru,"to dip in, to soak",N2,,General,General
伝わる,つたわる,tsutawaru,"to be handed down, to be introduced, to be transmitted",N2,,General,General
突っ込む,つっこむ,tsukkomu,"to plunge into, to go into deeply",N2,,General,General
務める,つとめる,tsutomeru,"(1) to serve, to fill a post, to serve under, to work (for)",N2,,General,General
努める,つとめる,tsutomeru,"(1) to serve, to fill a post, to serve under, to work (for)",N2,,General,General
綱,つな,tsuna,rope,N2,,General,General
繋がり,つながり,tsunagari,"connection, link, relationship",N2,,General,General
繋がる,つながる,tsunagaru,"to be tied together, to be connected to, to be related to",N2,,General,General
繋げる,つなげる,tsunageru,to connect,N2,,General,General
粒,つぶ,tsubu,grain,N2,,General,General
潰す,つぶす,tsubusu,"to smash, to waste",N2,,General,General
潰れる,つぶれる,tsubureru,"to be smashed, to go bankrupt",N2,,General,General
,つまずく,tsumazuku,"to stumble, to trip",N2,,General,General
詰まる,つまる,tsumaru,"to be blocked, to be packed",N2,,General,General
積む,つむ,tsumu,"to pile up, to stack",N2,,General,General
爪,つめ,tsume,"fingernail or toenail, claw, talon, hoof",N2,,General,General
艶,つや,tsuya,"gloss, glaze",N2,,General,General
強気,つよき,tsuyoki,"firm, strong",N2,,General,General
釣り合う,つりあう,tsuriau,"to balance, to be in harmony, to suit",N2,,General,General
吊る,つる,tsuru,to hang,N2,,General,General
吊す,つるす,tsurusu,to hang,N2,,General,General
出合い,であい,deai,an encounter,N2,,General,General
手洗い,てあらい,tearai,"restroom, lavatory, hand-washing",N2,,General,General
定員,ていいん,teiin,"fixed number of regular personnel, capacity (of boat,  etc.)",N2,,General,General
定価,ていか,teika,established price,N2,,General,General
低下,ていか,teika,"fall, decline, lowering, deterioration",N2,,General,General
定期券,ていきけん,teikiken,"commuter pass, season ticket",N2,,General,General
定休日,ていきゅうび,teikyuubi,regular holiday,N2,,General,General
停止,ていし,teishi,"suspension, interruption, stoppage, ban",N2,,General,General
停車,ていしゃ,teisha,stopping (e.g. train),N2,,General,General
停電,ていでん,teiden,failure of electricity,N2,,General,General
出入り,でいり,deiri,"in and out, coming and going, free association, income and expenditure, debits and credit",N2,,General,General
出入口,でいりぐち,deiriguchi,exit and entrance,N2,,General,General
手入れ,ていれ,teire,"repairs, maintenance",N2,,General,General
,テーマ,テーマ,"(n) theme, project, topic (de: Thema)",N2,,General,General
出掛ける,でかける,dekakeru,"to depart, to set out, to start, to be going out",N2,,General,General
出来上がり,できあがり,dekiagari,"be finished, ready, made for, cut out",N2,,General,General
出来上がる,できあがる,dekiagaru,"(1) to be finished, to be ready, by definition, (2) to be very drunk",N2,,General,General
的確,てきかく,tekikaku,"precise, accurate",N2,,General,General
適確,てきかく,tekikaku,"precise, accurate",N2,,General,General
手首,てくび,tekubi,wrist,N2,,General,General
凸凹,でこぼこ,dekoboko,"unevenness, roughness, ruggedness",N2,,General,General
手頃,てごろ,tegoro,"moderate, handy",N2,,General,General
,でたらめ,detarame,"(1) irresponsible utterance, nonsense, nonsensical, (2) random",N2,,General,General
手帳,てちょう,techou,notebook,N2,,General,General
鉄橋,てっきょう,tekkyou,"railway bridge, iron bridge",N2,,General,General
手続き,てつづき,tetsuzuki,"procedure, (legal) process, formalities",N2,,General,General
鉄砲,てっぽう,teppou,gun,N2,,General,General
,テニスコート,テニスコート,tennis court,N2,,General,General
手拭い,てぬぐい,tenugui,(hand) towel,N2,,General,General
手前,てまえ,temae,"before, this side, we, you",N2,,General,General
出迎え,でむかえ,demukae,"meeting, reception",N2,,General,General
出迎える,でむかえる,demukaeru,"to meet, to greet",N2,,General,General
照らす,てらす,terasu,"to shine on, to illuminate",N2,,General,General
照る,てる,teru,to shine,N2,,General,General
展開,てんかい,tenkai,"develop, expansion (opposite of compression)",N2,,General,General
伝記,でんき,denki,"biography, life story",N2,,General,General
電球,でんきゅう,denkyuu,light bulb,N2,,General,General
点数,てんすう,tensuu,"marks, points, score, runs",N2,,General,General
伝染,でんせん,densen,contagion,N2,,General,General
電池,でんち,denchi,battery,N2,,General,General
点々,てんてん,tenten,"here and there, little by little",N2,,General,General
転々,てんてん,tenten,,N2,,General,General
電柱,でんちゅう,denchuu,"telephone pole, telegraph pole, lightpole",N2,,General,General
天皇,てんのう,tennou,Emperor of Japan,N2,,General,General
電波,でんぱ,denpa,electro-magnetic wave,N2,,General,General
,テンポ,テンポ,tempo,N2,,General,General
電流,でんりゅう,denryuu,electric current,N2,,General,General
